id,name,phone,project,income,commitments,dsrRatio,tier,maxLoanAmount
"LEAD-12678","Hafiz Ibrahim #2678","+60180002679","Shah Alam Vista",9086,2882,36.5,"Tier 1: Pre-Approved LPPSA/Bank",372178
"LEAD-12681","Ahmad Chen #2681","+60130002682","Bangsar South Suites",9197,2939,36.7,"Tier 1: Pre-Approved LPPSA/Bank",372367
"LEAD-12684","Tan Nordin #2684","+60160002685","Shah Alam Vista",9308,2996,37,"Tier 1: Pre-Approved LPPSA/Bank",372555
"LEAD-12687","Farhan Osman #2687","+60190002688","Bangsar South Suites",9419,3053,37.3,"Tier 1: Pre-Approved LPPSA/Bank",372744
"LEAD-12690","Jason Aini #2690","+60140002691","Shah Alam Vista",9530,3110,37.5,"Tier 1: Pre-Approved LPPSA/Bank",372932
"LEAD-12693","Amir Razif #2693","+60170002694","Bangsar South Suites",9641,3167,37.8,"Tier 1: Pre-Approved LPPSA/Bank",373120
"LEAD-12696","Devi Lee #2696","+60120002697","Shah Alam Vista",9752,3224,38,"Tier 1: Pre-Approved LPPSA/Bank",373309
"LEAD-12699","Grace Zulkifli #2699","+60150002700","Bangsar South Suites",9863,3281,38.2,"Tier 1: Pre-Approved LPPSA/Bank",373497
"LEAD-12702","Nurul Rosli #2702","+60180002703","Shah Alam Vista",9974,3338,38.5,"Tier 1: Pre-Approved LPPSA/Bank",373686
"LEAD-12705","Santhi Kumar #2705","+60130002706","Bangsar South Suites",10085,3395,38.7,"Tier 1: Pre-Approved LPPSA/Bank",373874
"LEAD-12708","Sarah Faizal #2708","+60160002709","Shah Alam Vista",10196,3452,38.9,"Tier 1: Pre-Approved LPPSA/Bank",374062
"LEAD-12711","Siti Hassan #2711","+60190002712","Bangsar South Suites",10307,3509,39.1,"Tier 1: Pre-Approved LPPSA/Bank",374251
"LEAD-12714","Syed Subramaniam #2714","+60140002715","Shah Alam Vista",10418,3566,39.3,"Tier 1: Pre-Approved LPPSA/Bank",374439
"LEAD-12717","Azman Goh #2717","+60170002718","Bangsar South Suites",10529,3623,39.6,"Tier 1: Pre-Approved LPPSA/Bank",374628
"LEAD-12720","Muhammad Hariz #2720","+60120002721","Shah Alam Vista",10640,3680,39.8,"Tier 1: Pre-Approved LPPSA/Bank",374816
"LEAD-12723","Wong Wei Lun #2723","+60150002724","Bangsar South Suites",10751,3737,40,"Tier 1: Pre-Approved LPPSA/Bank",375004
"LEAD-12726","Mohd Ibrahim #2726","+60180002727","Shah Alam Vista",10862,3794,40.1,"Tier 1: Pre-Approved LPPSA/Bank",375193
"LEAD-12729","Kevin Chen #2729","+60130002730","Bangsar South Suites",10973,3851,40.3,"Tier 1: Pre-Approved LPPSA/Bank",375381
"LEAD-12732","Razif Nordin #2732","+60160002733","Shah Alam Vista",11084,3908,40.5,"Tier 1: Pre-Approved LPPSA/Bank",375570
"LEAD-12735","Chong Osman #2735","+60190002736","Bangsar South Suites",11195,3965,40.7,"Tier 1: Pre-Approved LPPSA/Bank",375758
"LEAD-12738","Hafiz Aini #2738","+60140002739","Shah Alam Vista",11306,4022,40.9,"Tier 1: Pre-Approved LPPSA/Bank",375946
"LEAD-12741","Ahmad Razif #2741","+60170002742","Bangsar South Suites",11417,4079,41.1,"Tier 1: Pre-Approved LPPSA/Bank",376135
"LEAD-12744","Tan Lee #2744","+60120002745","Shah Alam Vista",11528,4136,41.2,"Tier 1: Pre-Approved LPPSA/Bank",376323
"LEAD-12747","Farhan Zulkifli #2747","+60150002748","Bangsar South Suites",11639,4193,41.4,"Tier 1: Pre-Approved LPPSA/Bank",376512
"LEAD-12750","Jason Rosli #2750","+60180002751","Shah Alam Vista",11750,4250,41.6,"Tier 1: Pre-Approved LPPSA/Bank",376700
"LEAD-12753","Amir Kumar #2753","+60130002754","Bangsar South Suites",11861,4307,41.7,"Tier 1: Pre-Approved LPPSA/Bank",376888
"LEAD-12756","Devi Faizal #2756","+60160002757","Shah Alam Vista",11972,4364,41.9,"Tier 1: Pre-Approved LPPSA/Bank",377077
"LEAD-12759","Grace Hassan #2759","+60190002760","Bangsar South Suites",3583,4421,141.8,"Tier 4: High Risk DSR",0
"LEAD-12762","Nurul Subramaniam #2762","+60140002763","Shah Alam Vista",3694,4478,139.3,"Tier 4: High Risk DSR",0
"LEAD-12765","Santhi Goh #2765","+60170002766","Bangsar South Suites",3805,1035,31.3,"Tier 3: Joint Loan Needed",190242
"LEAD-12768","Sarah Hariz #2768","+60120002769","Shah Alam Vista",3916,1092,32.1,"Tier 3: Joint Loan Needed",190430
"LEAD-12771","Siti Wei Lun #2771","+60150002772","Bangsar South Suites",4027,1149,32.8,"Tier 3: Joint Loan Needed",190619
"LEAD-12774","Syed Ibrahim #2774","+60180002775","Shah Alam Vista",4138,1206,33.5,"Tier 3: Joint Loan Needed",190807
"LEAD-12777","Azman Chen #2777","+60130002778","Bangsar South Suites",4249,1263,34.2,"Tier 3: Joint Loan Needed",190996
"LEAD-12780","Muhammad Nordin #2780","+60160002781","Shah Alam Vista",4360,1320,34.8,"Tier 3: Joint Loan Needed",191184
"LEAD-12783","Wong Osman #2783","+60190002784","Bangsar South Suites",4471,1377,35.4,"Tier 3: Joint Loan Needed",191372
"LEAD-12786","Mohd Aini #2786","+60140002787","Shah Alam Vista",4582,1434,36,"Tier 2: Qualified Bank Loan",191561
"LEAD-12789","Kevin Razif #2789","+60170002790","Bangsar South Suites",4693,1491,36.5,"Tier 2: Qualified Bank Loan",191749
"LEAD-12792","Razif Lee #2792","+60120002793","Shah Alam Vista",4804,1548,37,"Tier 2: Qualified Bank Loan",191938
"LEAD-12795","Chong Zulkifli #2795","+60150002796","Bangsar South Suites",4915,1605,37.5,"Tier 2: Qualified Bank Loan",192126
"LEAD-12798","Hafiz Rosli #2798","+60180002799","Shah Alam Vista",5026,1662,38,"Tier 2: Qualified Bank Loan",192314
"LEAD-12801","Ahmad Kumar #2801","+60130002802","Bangsar South Suites",5137,1719,38.5,"Tier 2: Qualified Bank Loan",192503
"LEAD-12804","Tan Faizal #2804","+60160002805","Shah Alam Vista",5248,1776,38.9,"Tier 2: Qualified Bank Loan",192691
"LEAD-12807","Farhan Hassan #2807","+60190002808","Bangsar South Suites",5359,1833,39.3,"Tier 2: Qualified Bank Loan",192880
"LEAD-12810","Jason Subramaniam #2810","+60140002811","Shah Alam Vista",5470,1890,39.7,"Tier 2: Qualified Bank Loan",193068
"LEAD-12813","Amir Goh #2813","+60170002814","Bangsar South Suites",5581,1947,40.1,"Tier 2: Qualified Bank Loan",193256
"LEAD-12816","Devi Hariz #2816","+60120002817","Shah Alam Vista",5692,2004,40.5,"Tier 2: Qualified Bank Loan",193445
"LEAD-12819","Grace Wei Lun #2819","+60150002820","Bangsar South Suites",5803,2061,40.8,"Tier 2: Qualified Bank Loan",193633
"LEAD-12822","Nurul Ibrahim #2822","+60180002823","Shah Alam Vista",5914,2118,41.2,"Tier 2: Qualified Bank Loan",193822
"LEAD-12825","Santhi Chen #2825","+60130002826","Bangsar South Suites",6025,2175,41.5,"Tier 2: Qualified Bank Loan",194010
"LEAD-12828","Sarah Nordin #2828","+60160002829","Shah Alam Vista",6136,2232,41.8,"Tier 2: Qualified Bank Loan",194198
"LEAD-12831","Siti Osman #2831","+60190002832","Bangsar South Suites",6247,2289,42.1,"Tier 2: Qualified Bank Loan",194387
"LEAD-12834","Syed Aini #2834","+60140002835","Shah Alam Vista",6358,2346,42.4,"Tier 2: Qualified Bank Loan",194575
"LEAD-12837","Azman Razif #2837","+60170002838","Bangsar South Suites",6469,2403,42.7,"Tier 2: Qualified Bank Loan",194764
"LEAD-12840","Muhammad Lee #2840","+60120002841","Shah Alam Vista",6580,2460,43,"Tier 1: Pre-Approved LPPSA/Bank",194952
"LEAD-12843","Wong Zulkifli #2843","+60150002844","Bangsar South Suites",6691,2517,43.2,"Tier 1: Pre-Approved LPPSA/Bank",195140
"LEAD-12846","Mohd Rosli #2846","+60180002847","Shah Alam Vista",6802,2574,43.5,"Tier 1: Pre-Approved LPPSA/Bank",195329
"LEAD-12849","Kevin Kumar #2849","+60130002850","Bangsar South Suites",6913,2631,43.7,"Tier 1: Pre-Approved LPPSA/Bank",195517
"LEAD-12852","Razif Faizal #2852","+60160002853","Shah Alam Vista",7024,2688,44,"Tier 1: Pre-Approved LPPSA/Bank",195706
"LEAD-12855","Chong Hassan #2855","+60190002856","Bangsar South Suites",7135,2745,44.2,"Tier 1: Pre-Approved LPPSA/Bank",195894
"LEAD-12858","Hafiz Subramaniam #2858","+60140002859","Shah Alam Vista",7246,2802,44.4,"Tier 1: Pre-Approved LPPSA/Bank",196082
"LEAD-12861","Ahmad Goh #2861","+60170002862","Bangsar South Suites",7357,2859,44.7,"Tier 1: Pre-Approved LPPSA/Bank",196271
"LEAD-12864","Tan Hariz #2864","+60120002865","Shah Alam Vista",7468,2916,44.9,"Tier 1: Pre-Approved LPPSA/Bank",196459
"LEAD-12867","Farhan Wei Lun #2867","+60150002868","Bangsar South Suites",7579,2973,45.1,"Tier 2: Qualified Bank Loan",196648
"LEAD-12870","Jason Ibrahim #2870","+60180002871","Shah Alam Vista",7690,3030,45.3,"Tier 2: Qualified Bank Loan",196836
"LEAD-12873","Amir Chen #2873","+60130002874","Bangsar South Suites",7801,3087,45.5,"Tier 2: Qualified Bank Loan",197024
"LEAD-12876","Devi Nordin #2876","+60160002877","Shah Alam Vista",7912,3144,45.7,"Tier 2: Qualified Bank Loan",197213
"LEAD-12879","Grace Osman #2879","+60190002880","Bangsar South Suites",8023,3201,45.9,"Tier 2: Qualified Bank Loan",197401
"LEAD-12882","Nurul Aini #2882","+60140002883","Shah Alam Vista",8134,3258,46,"Tier 2: Qualified Bank Loan",197590
"LEAD-12885","Santhi Razif #2885","+60170002886","Bangsar South Suites",8245,3315,46.2,"Tier 2: Qualified Bank Loan",197778
"LEAD-12888","Sarah Lee #2888","+60120002889","Shah Alam Vista",8356,3372,46.4,"Tier 2: Qualified Bank Loan",197966
"LEAD-12891","Siti Zulkifli #2891","+60150002892","Bangsar South Suites",8467,3429,46.5,"Tier 2: Qualified Bank Loan",198155
"LEAD-12894","Syed Rosli #2894","+60180002895","Shah Alam Vista",8578,3486,46.7,"Tier 2: Qualified Bank Loan",198343
"LEAD-12897","Azman Kumar #2897","+60130002898","Bangsar South Suites",8689,3543,46.9,"Tier 2: Qualified Bank Loan",198532
"LEAD-12900","Muhammad Faizal #2900","+60160002901","Shah Alam Vista",8800,3600,47,"Tier 2: Qualified Bank Loan",198720
"LEAD-12903","Wong Hassan #2903","+60190002904","Bangsar South Suites",8911,3657,47.2,"Tier 2: Qualified Bank Loan",198908
"LEAD-12906","Mohd Subramaniam #2906","+60140002907","Shah Alam Vista",9022,3714,47.3,"Tier 2: Qualified Bank Loan",199097
"LEAD-12909","Kevin Goh #2909","+60170002910","Bangsar South Suites",9133,3771,47.5,"Tier 2: Qualified Bank Loan",199285
"LEAD-12912","Razif Hariz #2912","+60120002913","Shah Alam Vista",9244,3828,47.6,"Tier 2: Qualified Bank Loan",199474
"LEAD-12915","Chong Wei Lun #2915","+60150002916","Bangsar South Suites",9355,3885,47.7,"Tier 2: Qualified Bank Loan",199662
"LEAD-12918","Hafiz Ibrahim #2918","+60180002919","Shah Alam Vista",9466,3942,47.9,"Tier 2: Qualified Bank Loan",199850
"LEAD-12921","Ahmad Chen #2921","+60130002922","Bangsar South Suites",9577,3999,48,"Tier 2: Qualified Bank Loan",200039
"LEAD-12924","Tan Nordin #2924","+60160002925","Shah Alam Vista",9688,4056,48.1,"Tier 2: Qualified Bank Loan",200227
"LEAD-12927","Farhan Osman #2927","+60190002928","Bangsar South Suites",9799,4113,48.2,"Tier 2: Qualified Bank Loan",200416
"LEAD-12930","Jason Aini #2930","+60140002931","Shah Alam Vista",9910,4170,48.4,"Tier 2: Qualified Bank Loan",200604
"LEAD-12933","Amir Razif #2933","+60170002934","Bangsar South Suites",10021,4227,48.5,"Tier 2: Qualified Bank Loan",200792
"LEAD-12936","Devi Lee #2936","+60120002937","Shah Alam Vista",10132,4284,48.6,"Tier 2: Qualified Bank Loan",200981
"LEAD-12939","Grace Zulkifli #2939","+60150002940","Bangsar South Suites",10243,4341,48.7,"Tier 2: Qualified Bank Loan",201169
"LEAD-12942","Nurul Rosli #2942","+60180002943","Shah Alam Vista",10354,4398,48.8,"Tier 2: Qualified Bank Loan",201358
"LEAD-12945","Santhi Kumar #2945","+60130002946","Bangsar South Suites",10465,4455,48.9,"Tier 2: Qualified Bank Loan",201546
"LEAD-12948","Sarah Faizal #2948","+60160002949","Shah Alam Vista",10576,1012,11,"Tier 1: Pre-Approved LPPSA/Bank",901734
"LEAD-12951","Siti Hassan #2951","+60190002952","Bangsar South Suites",10687,1069,11.5,"Tier 1: Pre-Approved LPPSA/Bank",901923
"LEAD-12954","Syed Subramaniam #2954","+60140002955","Shah Alam Vista",10798,1126,12,"Tier 1: Pre-Approved LPPSA/Bank",902111
"LEAD-12957","Azman Goh #2957","+60170002958","Bangsar South Suites",10909,1183,12.5,"Tier 1: Pre-Approved LPPSA/Bank",902300
"LEAD-12960","Muhammad Hariz #2960","+60120002961","Shah Alam Vista",11020,1240,12.9,"Tier 1: Pre-Approved LPPSA/Bank",902488
"LEAD-12963","Wong Wei Lun #2963","+60150002964","Bangsar South Suites",11131,1297,13.4,"Tier 1: Pre-Approved LPPSA/Bank",902676
"LEAD-12966","Mohd Ibrahim #2966","+60180002967","Shah Alam Vista",11242,1354,13.8,"Tier 1: Pre-Approved LPPSA/Bank",902865
"LEAD-12969","Kevin Chen #2969","+60130002970","Bangsar South Suites",11353,1411,14.3,"Tier 1: Pre-Approved LPPSA/Bank",903053
"LEAD-12972","Razif Nordin #2972","+60160002973","Shah Alam Vista",11464,1468,14.7,"Tier 1: Pre-Approved LPPSA/Bank",903242
"LEAD-12975","Chong Osman #2975","+60190002976","Bangsar South Suites",11575,1525,15.1,"Tier 1: Pre-Approved LPPSA/Bank",903430
"LEAD-12978","Hafiz Aini #2978","+60140002979","Shah Alam Vista",11686,1582,15.6,"Tier 1: Pre-Approved LPPSA/Bank",903618
"LEAD-12981","Ahmad Razif #2981","+60170002982","Bangsar South Suites",11797,1639,16,"Tier 1: Pre-Approved LPPSA/Bank",903807
"LEAD-12984","Tan Lee #2984","+60120002985","Shah Alam Vista",11908,1696,16.4,"Tier 1: Pre-Approved LPPSA/Bank",903995
"LEAD-12987","Farhan Zulkifli #2987","+60150002988","Bangsar South Suites",3519,1753,57.3,"Tier 3: Joint Loan Needed",16784
"LEAD-12990","Jason Rosli #2990","+60180002991","Shah Alam Vista",3630,1810,57.3,"Tier 3: Joint Loan Needed",16972
"LEAD-12993","Amir Kumar #2993","+60130002994","Bangsar South Suites",3741,1867,57.4,"Tier 3: Joint Loan Needed",17160
"LEAD-12996","Devi Faizal #2996","+60160002997","Shah Alam Vista",3852,1924,57.4,"Tier 3: Joint Loan Needed",17349
"LEAD-12999","Grace Hassan #2999","+60190003000","Bangsar South Suites",3963,1981,57.5,"Tier 3: Joint Loan Needed",17537
"LEAD-13002","Nurul Subramaniam #3002","+60140003003","Shah Alam Vista",4074,2038,57.5,"Tier 3: Joint Loan Needed",17726
"LEAD-13005","Santhi Goh #3005","+60170003006","Bangsar South Suites",4185,2095,57.5,"Tier 3: Joint Loan Needed",17914
"LEAD-13008","Sarah Hariz #3008","+60120003009","Shah Alam Vista",4296,2152,57.6,"Tier 3: Joint Loan Needed",18102
"LEAD-13011","Siti Wei Lun #3011","+60150003012","Bangsar South Suites",4407,2209,57.6,"Tier 3: Joint Loan Needed",18291
"LEAD-13014","Syed Ibrahim #3014","+60180003015","Shah Alam Vista",4518,2266,57.6,"Tier 2: Qualified Bank Loan",18479
"LEAD-13017","Azman Chen #3017","+60130003018","Bangsar South Suites",4629,2323,57.7,"Tier 2: Qualified Bank Loan",18668
"LEAD-13020","Muhammad Nordin #3020","+60160003021","Shah Alam Vista",4740,2380,57.7,"Tier 2: Qualified Bank Loan",18856
"LEAD-13023","Wong Osman #3023","+60190003024","Bangsar South Suites",4851,2437,57.7,"Tier 2: Qualified Bank Loan",19044
"LEAD-13026","Mohd Aini #3026","+60140003027","Shah Alam Vista",4962,2494,57.8,"Tier 2: Qualified Bank Loan",19233
"LEAD-13029","Kevin Razif #3029","+60170003030","Bangsar South Suites",5073,2551,57.8,"Tier 2: Qualified Bank Loan",19421
"LEAD-13032","Razif Lee #3032","+60120003033","Shah Alam Vista",5184,2608,57.8,"Tier 2: Qualified Bank Loan",19610
"LEAD-13035","Chong Zulkifli #3035","+60150003036","Bangsar South Suites",5295,2665,57.9,"Tier 2: Qualified Bank Loan",19798
"LEAD-13038","Hafiz Rosli #3038","+60180003039","Shah Alam Vista",5406,2722,57.9,"Tier 2: Qualified Bank Loan",19986
"LEAD-13041","Ahmad Kumar #3041","+60130003042","Bangsar South Suites",5517,2779,57.9,"Tier 2: Qualified Bank Loan",20175
"LEAD-13044","Tan Faizal #3044","+60160003045","Shah Alam Vista",5628,2836,57.9,"Tier 2: Qualified Bank Loan",20363
"LEAD-13047","Farhan Hassan #3047","+60190003048","Bangsar South Suites",5739,2893,57.9,"Tier 2: Qualified Bank Loan",20552
"LEAD-13050","Jason Subramaniam #3050","+60140003051","Shah Alam Vista",5850,2950,58,"Tier 2: Qualified Bank Loan",20740
"LEAD-13053","Amir Goh #3053","+60170003054","Bangsar South Suites",5961,3007,58,"Tier 2: Qualified Bank Loan",20928
"LEAD-13056","Devi Hariz #3056","+60120003057","Shah Alam Vista",6072,3064,58,"Tier 2: Qualified Bank Loan",21117
"LEAD-13059","Grace Wei Lun #3059","+60150003060","Bangsar South Suites",6183,3121,58,"Tier 2: Qualified Bank Loan",21305
"LEAD-13062","Nurul Ibrahim #3062","+60180003063","Shah Alam Vista",6294,3178,58,"Tier 2: Qualified Bank Loan",21494
"LEAD-13065","Santhi Chen #3065","+60130003066","Bangsar South Suites",6405,3235,58.1,"Tier 2: Qualified Bank Loan",21682
"LEAD-13068","Sarah Nordin #3068","+60160003069","Shah Alam Vista",6516,3292,58.1,"Tier 2: Qualified Bank Loan",21870
"LEAD-13071","Siti Osman #3071","+60190003072","Bangsar South Suites",6627,3349,58.1,"Tier 2: Qualified Bank Loan",22059
"LEAD-13074","Syed Aini #3074","+60140003075","Shah Alam Vista",6738,3406,58.1,"Tier 2: Qualified Bank Loan",22247
"LEAD-13077","Azman Razif #3077","+60170003078","Bangsar South Suites",6849,3463,58.1,"Tier 2: Qualified Bank Loan",22436
"LEAD-13080","Muhammad Lee #3080","+60120003081","Shah Alam Vista",6960,3520,58.1,"Tier 2: Qualified Bank Loan",22624
"LEAD-13083","Wong Zulkifli #3083","+60150003084","Bangsar South Suites",7071,3577,58.1,"Tier 2: Qualified Bank Loan",22812
"LEAD-13086","Mohd Rosli #3086","+60180003087","Shah Alam Vista",7182,3634,58.2,"Tier 2: Qualified Bank Loan",23001
"LEAD-13089","Kevin Kumar #3089","+60130003090","Bangsar South Suites",7293,3691,58.2,"Tier 2: Qualified Bank Loan",23189
"LEAD-13092","Razif Faizal #3092","+60160003093","Shah Alam Vista",7404,3748,58.2,"Tier 2: Qualified Bank Loan",23378
"LEAD-13095","Chong Hassan #3095","+60190003096","Bangsar South Suites",7515,3805,58.2,"Tier 2: Qualified Bank Loan",23566
"LEAD-13098","Hafiz Subramaniam #3098","+60140003099","Shah Alam Vista",7626,3862,58.2,"Tier 2: Qualified Bank Loan",23754
"LEAD-13101","Ahmad Goh #3101","+60170003102","Bangsar South Suites",7737,3919,58.2,"Tier 2: Qualified Bank Loan",23943
"LEAD-13104","Tan Hariz #3104","+60120003105","Shah Alam Vista",7848,3976,58.2,"Tier 2: Qualified Bank Loan",24131
"LEAD-13107","Farhan Wei Lun #3107","+60150003108","Bangsar South Suites",7959,4033,58.2,"Tier 2: Qualified Bank Loan",24320
"LEAD-13110","Jason Ibrahim #3110","+60180003111","Shah Alam Vista",8070,4090,58.3,"Tier 2: Qualified Bank Loan",24508
"LEAD-13113","Amir Chen #3113","+60130003114","Bangsar South Suites",8181,4147,58.3,"Tier 2: Qualified Bank Loan",24696
"LEAD-13116","Devi Nordin #3116","+60160003117","Shah Alam Vista",8292,4204,58.3,"Tier 2: Qualified Bank Loan",24885
"LEAD-13119","Grace Osman #3119","+60190003120","Bangsar South Suites",8403,4261,58.3,"Tier 2: Qualified Bank Loan",25073
"LEAD-13122","Nurul Aini #3122","+60140003123","Shah Alam Vista",8514,4318,58.3,"Tier 2: Qualified Bank Loan",25262
"LEAD-13125","Santhi Razif #3125","+60170003126","Bangsar South Suites",8625,4375,58.3,"Tier 2: Qualified Bank Loan",25450
"LEAD-13128","Sarah Lee #3128","+60120003129","Shah Alam Vista",8736,4432,58.3,"Tier 2: Qualified Bank Loan",25638
"LEAD-13131","Siti Zulkifli #3131","+60150003132","Bangsar South Suites",8847,4489,58.3,"Tier 2: Qualified Bank Loan",25827
"LEAD-13134","Syed Rosli #3134","+60180003135","Shah Alam Vista",8958,1046,13.4,"Tier 1: Pre-Approved LPPSA/Bank",726015
"LEAD-13137","Azman Kumar #3137","+60130003138","Bangsar South Suites",9069,1103,14,"Tier 1: Pre-Approved LPPSA/Bank",726204
"LEAD-13140","Muhammad Faizal #3140","+60160003141","Shah Alam Vista",9180,1160,14.5,"Tier 1: Pre-Approved LPPSA/Bank",726392
"LEAD-13143","Wong Hassan #3143","+60190003144","Bangsar South Suites",9291,1217,15.1,"Tier 1: Pre-Approved LPPSA/Bank",726580
"LEAD-13146","Mohd Subramaniam #3146","+60140003147","Shah Alam Vista",9402,1274,15.6,"Tier 1: Pre-Approved LPPSA/Bank",726769
"LEAD-13149","Kevin Goh #3149","+60170003150","Bangsar South Suites",9513,1331,16.1,"Tier 1: Pre-Approved LPPSA/Bank",726957
"LEAD-13152","Razif Hariz #3152","+60120003153","Shah Alam Vista",9624,1388,16.6,"Tier 1: Pre-Approved LPPSA/Bank",727146
"LEAD-13155","Chong Wei Lun #3155","+60150003156","Bangsar South Suites",9735,1445,17.1,"Tier 1: Pre-Approved LPPSA/Bank",727334
"LEAD-13158","Hafiz Ibrahim #3158","+60180003159","Shah Alam Vista",9846,1502,17.5,"Tier 1: Pre-Approved LPPSA/Bank",727522
"LEAD-13161","Ahmad Chen #3161","+60130003162","Bangsar South Suites",9957,1559,18,"Tier 1: Pre-Approved LPPSA/Bank",727711
"LEAD-13164","Tan Nordin #3164","+60160003165","Shah Alam Vista",10068,1616,18.4,"Tier 1: Pre-Approved LPPSA/Bank",727899
"LEAD-13167","Farhan Osman #3167","+60190003168","Bangsar South Suites",10179,1673,18.9,"Tier 1: Pre-Approved LPPSA/Bank",728088
"LEAD-13170","Jason Aini #3170","+60140003171","Shah Alam Vista",10290,1730,19.3,"Tier 1: Pre-Approved LPPSA/Bank",728276
"LEAD-13173","Amir Razif #3173","+60170003174","Bangsar South Suites",10401,1787,19.7,"Tier 1: Pre-Approved LPPSA/Bank",728464
"LEAD-13176","Devi Lee #3176","+60120003177","Shah Alam Vista",10512,1844,20.2,"Tier 1: Pre-Approved LPPSA/Bank",728653
"LEAD-13179","Grace Zulkifli #3179","+60150003180","Bangsar South Suites",10623,1901,20.6,"Tier 1: Pre-Approved LPPSA/Bank",728841
"LEAD-13182","Nurul Rosli #3182","+60180003183","Shah Alam Vista",10734,1958,21,"Tier 1: Pre-Approved LPPSA/Bank",729030
"LEAD-13185","Santhi Kumar #3185","+60130003186","Bangsar South Suites",10845,2015,21.4,"Tier 1: Pre-Approved LPPSA/Bank",729218
"LEAD-13188","Sarah Faizal #3188","+60160003189","Shah Alam Vista",10956,2072,21.7,"Tier 1: Pre-Approved LPPSA/Bank",729406
"LEAD-13191","Siti Hassan #3191","+60190003192","Bangsar South Suites",11067,2129,22.1,"Tier 1: Pre-Approved LPPSA/Bank",729595
"LEAD-13194","Syed Subramaniam #3194","+60140003195","Shah Alam Vista",11178,2186,22.5,"Tier 1: Pre-Approved LPPSA/Bank",729783
"LEAD-13197","Azman Goh #3197","+60170003198","Bangsar South Suites",11289,2243,22.8,"Tier 1: Pre-Approved LPPSA/Bank",729972
"LEAD-13200","Muhammad Hariz #3200","+60120003201","Shah Alam Vista",11400,2300,23.2,"Tier 1: Pre-Approved LPPSA/Bank",730160
"LEAD-13203","Wong Wei Lun #3203","+60150003204","Bangsar South Suites",11511,2357,23.5,"Tier 1: Pre-Approved LPPSA/Bank",730348
"LEAD-13206","Mohd Ibrahim #3206","+60180003207","Shah Alam Vista",11622,2414,23.9,"Tier 1: Pre-Approved LPPSA/Bank",730537
"LEAD-13209","Kevin Chen #3209","+60130003210","Bangsar South Suites",11733,2471,24.2,"Tier 1: Pre-Approved LPPSA/Bank",730725
"LEAD-13212","Razif Nordin #3212","+60160003213","Shah Alam Vista",11844,2528,24.5,"Tier 1: Pre-Approved LPPSA/Bank",730914
"LEAD-13215","Chong Osman #3215","+60190003216","Bangsar South Suites",11955,2585,24.9,"Tier 1: Pre-Approved LPPSA/Bank",731102
"LEAD-13218","Hafiz Aini #3218","+60140003219","Shah Alam Vista",3566,2642,85.2,"Tier 4: High Risk DSR",0
"LEAD-13221","Ahmad Razif #3221","+60170003222","Bangsar South Suites",3677,2699,84.4,"Tier 4: High Risk DSR",0
"LEAD-13224","Tan Lee #3224","+60120003225","Shah Alam Vista",3788,2756,83.6,"Tier 4: High Risk DSR",0
"LEAD-13227","Farhan Zulkifli #3227","+60150003228","Bangsar South Suites",3899,2813,82.9,"Tier 4: High Risk DSR",0
"LEAD-13230","Jason Rosli #3230","+60180003231","Shah Alam Vista",4010,2870,82.3,"Tier 4: High Risk DSR",0
"LEAD-13233","Amir Kumar #3233","+60130003234","Bangsar South Suites",4121,2927,81.6,"Tier 4: High Risk DSR",0
"LEAD-13236","Devi Faizal #3236","+60160003237","Shah Alam Vista",4232,2984,81,"Tier 4: High Risk DSR",0
"LEAD-13239","Grace Hassan #3239","+60190003240","Bangsar South Suites",4343,3041,80.5,"Tier 4: High Risk DSR",0
"LEAD-13242","Nurul Subramaniam #3242","+60140003243","Shah Alam Vista",4454,3098,79.9,"Tier 4: High Risk DSR",0
"LEAD-13245","Santhi Goh #3245","+60170003246","Bangsar South Suites",4565,3155,79.4,"Tier 4: High Risk DSR",0
"LEAD-13248","Sarah Hariz #3248","+60120003249","Shah Alam Vista",4676,3212,79,"Tier 4: High Risk DSR",0
"LEAD-13251","Siti Wei Lun #3251","+60150003252","Bangsar South Suites",4787,3269,78.5,"Tier 4: High Risk DSR",0
"LEAD-13254","Syed Ibrahim #3254","+60180003255","Shah Alam Vista",4898,3326,78.1,"Tier 4: High Risk DSR",0
"LEAD-13257","Azman Chen #3257","+60130003258","Bangsar South Suites",5009,3383,77.6,"Tier 4: High Risk DSR",0
"LEAD-13260","Muhammad Nordin #3260","+60160003261","Shah Alam Vista",5120,3440,77.2,"Tier 4: High Risk DSR",0
"LEAD-13263","Wong Osman #3263","+60190003264","Bangsar South Suites",5231,3497,76.8,"Tier 4: High Risk DSR",0
"LEAD-13266","Mohd Aini #3266","+60140003267","Shah Alam Vista",5342,3554,76.5,"Tier 4: High Risk DSR",0
"LEAD-13269","Kevin Razif #3269","+60170003270","Bangsar South Suites",5453,3611,76.1,"Tier 4: High Risk DSR",0
"LEAD-13272","Razif Lee #3272","+60120003273","Shah Alam Vista",5564,3668,75.8,"Tier 4: High Risk DSR",0
"LEAD-13275","Chong Zulkifli #3275","+60150003276","Bangsar South Suites",5675,3725,75.4,"Tier 4: High Risk DSR",0
"LEAD-13278","Hafiz Rosli #3278","+60180003279","Shah Alam Vista",5786,3782,75.1,"Tier 4: High Risk DSR",0
