id,name,phone,project,income,commitments,dsrRatio,tier,maxLoanAmount
"LEAD-12872","Razif Lee #2872","+60120002873","Mont Kiara Pavilion",7764,3068,45.4,"Tier 2: Qualified Bank Loan",196962
"LEAD-12875","Chong Zulkifli #2875","+60150002876","Subang Parksuites",7875,3125,45.6,"Tier 2: Qualified Bank Loan",197150
"LEAD-12878","Hafiz Rosli #2878","+60180002879","Mont Kiara Pavilion",7986,3182,45.8,"Tier 2: Qualified Bank Loan",197338
"LEAD-12881","Ahmad Kumar #2881","+60130002882","Subang Parksuites",8097,3239,46,"Tier 2: Qualified Bank Loan",197527
"LEAD-12884","Tan Faizal #2884","+60160002885","Mont Kiara Pavilion",8208,3296,46.2,"Tier 2: Qualified Bank Loan",197715
"LEAD-12887","Farhan Hassan #2887","+60190002888","Subang Parksuites",8319,3353,46.3,"Tier 2: Qualified Bank Loan",197904
"LEAD-12890","Jason Subramaniam #2890","+60140002891","Mont Kiara Pavilion",8430,3410,46.5,"Tier 2: Qualified Bank Loan",198092
"LEAD-12893","Amir Goh #2893","+60170002894","Subang Parksuites",8541,3467,46.7,"Tier 2: Qualified Bank Loan",198280
"LEAD-12896","Devi Hariz #2896","+60120002897","Mont Kiara Pavilion",8652,3524,46.8,"Tier 2: Qualified Bank Loan",198469
"LEAD-12899","Grace Wei Lun #2899","+60150002900","Subang Parksuites",8763,3581,47,"Tier 2: Qualified Bank Loan",198657
"LEAD-12902","Nurul Ibrahim #2902","+60180002903","Mont Kiara Pavilion",8874,3638,47.1,"Tier 2: Qualified Bank Loan",198846
"LEAD-12905","Santhi Chen #2905","+60130002906","Subang Parksuites",8985,3695,47.3,"Tier 2: Qualified Bank Loan",199034
"LEAD-12908","Sarah Nordin #2908","+60160002909","Mont Kiara Pavilion",9096,3752,47.4,"Tier 2: Qualified Bank Loan",199222
"LEAD-12911","Siti Osman #2911","+60190002912","Subang Parksuites",9207,3809,47.6,"Tier 2: Qualified Bank Loan",199411
"LEAD-12914","Syed Aini #2914","+60140002915","Mont Kiara Pavilion",9318,3866,47.7,"Tier 2: Qualified Bank Loan",199599
"LEAD-12917","Azman Razif #2917","+60170002918","Subang Parksuites",9429,3923,47.8,"Tier 2: Qualified Bank Loan",199788
"LEAD-12920","Muhammad Lee #2920","+60120002921","Mont Kiara Pavilion",9540,3980,48,"Tier 2: Qualified Bank Loan",199976
"LEAD-12923","Wong Zulkifli #2923","+60150002924","Subang Parksuites",9651,4037,48.1,"Tier 2: Qualified Bank Loan",200164
"LEAD-12926","Mohd Rosli #2926","+60180002927","Mont Kiara Pavilion",9762,4094,48.2,"Tier 2: Qualified Bank Loan",200353
"LEAD-12929","Kevin Kumar #2929","+60130002930","Subang Parksuites",9873,4151,48.3,"Tier 2: Qualified Bank Loan",200541
"LEAD-12932","Razif Faizal #2932","+60160002933","Mont Kiara Pavilion",9984,4208,48.4,"Tier 2: Qualified Bank Loan",200730
"LEAD-12935","Chong Hassan #2935","+60190002936","Subang Parksuites",10095,4265,48.6,"Tier 2: Qualified Bank Loan",200918
"LEAD-12938","Hafiz Subramaniam #2938","+60140002939","Mont Kiara Pavilion",10206,4322,48.7,"Tier 2: Qualified Bank Loan",201106
"LEAD-12941","Ahmad Goh #2941","+60170002942","Subang Parksuites",10317,4379,48.8,"Tier 2: Qualified Bank Loan",201295
"LEAD-12944","Tan Hariz #2944","+60120002945","Mont Kiara Pavilion",10428,4436,48.9,"Tier 2: Qualified Bank Loan",201483
"LEAD-12947","Farhan Wei Lun #2947","+60150002948","Subang Parksuites",10539,4493,49,"Tier 2: Qualified Bank Loan",201672
"LEAD-12950","Jason Ibrahim #2950","+60180002951","Mont Kiara Pavilion",10650,1050,11.3,"Tier 1: Pre-Approved LPPSA/Bank",901860
"LEAD-12953","Amir Chen #2953","+60130002954","Subang Parksuites",10761,1107,11.8,"Tier 1: Pre-Approved LPPSA/Bank",902048
"LEAD-12956","Devi Nordin #2956","+60160002957","Mont Kiara Pavilion",10872,1164,12.3,"Tier 1: Pre-Approved LPPSA/Bank",902237
"LEAD-12959","Grace Osman #2959","+60190002960","Subang Parksuites",10983,1221,12.8,"Tier 1: Pre-Approved LPPSA/Bank",902425
"LEAD-12962","Nurul Aini #2962","+60140002963","Mont Kiara Pavilion",11094,1278,13.2,"Tier 1: Pre-Approved LPPSA/Bank",902614
"LEAD-12965","Santhi Razif #2965","+60170002966","Subang Parksuites",11205,1335,13.7,"Tier 1: Pre-Approved LPPSA/Bank",902802
"LEAD-12968","Sarah Lee #2968","+60120002969","Mont Kiara Pavilion",11316,1392,14.1,"Tier 1: Pre-Approved LPPSA/Bank",902990
"LEAD-12971","Siti Zulkifli #2971","+60150002972","Subang Parksuites",11427,1449,14.6,"Tier 1: Pre-Approved LPPSA/Bank",903179
"LEAD-12974","Syed Rosli #2974","+60180002975","Mont Kiara Pavilion",11538,1506,15,"Tier 1: Pre-Approved LPPSA/Bank",903367
"LEAD-12977","Azman Kumar #2977","+60130002978","Subang Parksuites",11649,1563,15.4,"Tier 1: Pre-Approved LPPSA/Bank",903556
"LEAD-12980","Muhammad Faizal #2980","+60160002981","Mont Kiara Pavilion",11760,1620,15.8,"Tier 1: Pre-Approved LPPSA/Bank",903744
"LEAD-12983","Wong Hassan #2983","+60190002984","Subang Parksuites",11871,1677,16.2,"Tier 1: Pre-Approved LPPSA/Bank",903932
"LEAD-12986","Mohd Subramaniam #2986","+60140002987","Mont Kiara Pavilion",11982,1734,16.6,"Tier 1: Pre-Approved LPPSA/Bank",904121
"LEAD-12989","Kevin Goh #2989","+60170002990","Subang Parksuites",3593,1791,57.3,"Tier 3: Joint Loan Needed",16909
"LEAD-12992","Razif Hariz #2992","+60120002993","Mont Kiara Pavilion",3704,1848,57.3,"Tier 3: Joint Loan Needed",17098
"LEAD-12995","Chong Wei Lun #2995","+60150002996","Subang Parksuites",3815,1905,57.4,"Tier 3: Joint Loan Needed",17286
"LEAD-12998","Hafiz Ibrahim #2998","+60180002999","Mont Kiara Pavilion",3926,1962,57.4,"Tier 3: Joint Loan Needed",17474
"LEAD-13001","Ahmad Chen #3001","+60130003002","Subang Parksuites",4037,2019,57.5,"Tier 3: Joint Loan Needed",17663
"LEAD-13004","Tan Nordin #3004","+60160003005","Mont Kiara Pavilion",4148,2076,57.5,"Tier 3: Joint Loan Needed",17851
"LEAD-13007","Farhan Osman #3007","+60190003008","Subang Parksuites",4259,2133,57.6,"Tier 3: Joint Loan Needed",18040
"LEAD-13010","Jason Aini #3010","+60140003011","Mont Kiara Pavilion",4370,2190,57.6,"Tier 3: Joint Loan Needed",18228
"LEAD-13013","Amir Razif #3013","+60170003014","Subang Parksuites",4481,2247,57.6,"Tier 3: Joint Loan Needed",18416
"LEAD-13016","Devi Lee #3016","+60120003017","Mont Kiara Pavilion",4592,2304,57.7,"Tier 2: Qualified Bank Loan",18605
"LEAD-13019","Grace Zulkifli #3019","+60150003020","Subang Parksuites",4703,2361,57.7,"Tier 2: Qualified Bank Loan",18793
"LEAD-13022","Nurul Rosli #3022","+60180003023","Mont Kiara Pavilion",4814,2418,57.7,"Tier 2: Qualified Bank Loan",18982
"LEAD-13025","Santhi Kumar #3025","+60130003026","Subang Parksuites",4925,2475,57.8,"Tier 2: Qualified Bank Loan",19170
"LEAD-13028","Sarah Faizal #3028","+60160003029","Mont Kiara Pavilion",5036,2532,57.8,"Tier 2: Qualified Bank Loan",19358
"LEAD-13031","Siti Hassan #3031","+60190003032","Subang Parksuites",5147,2589,57.8,"Tier 2: Qualified Bank Loan",19547
"LEAD-13034","Syed Subramaniam #3034","+60140003035","Mont Kiara Pavilion",5258,2646,57.8,"Tier 2: Qualified Bank Loan",19735
"LEAD-13037","Azman Goh #3037","+60170003038","Subang Parksuites",5369,2703,57.9,"Tier 2: Qualified Bank Loan",19924
"LEAD-13040","Muhammad Hariz #3040","+60120003041","Mont Kiara Pavilion",5480,2760,57.9,"Tier 2: Qualified Bank Loan",20112
"LEAD-13043","Wong Wei Lun #3043","+60150003044","Subang Parksuites",5591,2817,57.9,"Tier 2: Qualified Bank Loan",20300
"LEAD-13046","Mohd Ibrahim #3046","+60180003047","Mont Kiara Pavilion",5702,2874,57.9,"Tier 2: Qualified Bank Loan",20489
"LEAD-13049","Kevin Chen #3049","+60130003050","Subang Parksuites",5813,2931,58,"Tier 2: Qualified Bank Loan",20677
"LEAD-13052","Razif Nordin #3052","+60160003053","Mont Kiara Pavilion",5924,2988,58,"Tier 2: Qualified Bank Loan",20866
"LEAD-13055","Chong Osman #3055","+60190003056","Subang Parksuites",6035,3045,58,"Tier 2: Qualified Bank Loan",21054
"LEAD-13058","Hafiz Aini #3058","+60140003059","Mont Kiara Pavilion",6146,3102,58,"Tier 2: Qualified Bank Loan",21242
"LEAD-13061","Ahmad Razif #3061","+60170003062","Subang Parksuites",6257,3159,58,"Tier 2: Qualified Bank Loan",21431
"LEAD-13064","Tan Lee #3064","+60120003065","Mont Kiara Pavilion",6368,3216,58,"Tier 2: Qualified Bank Loan",21619
"LEAD-13067","Farhan Zulkifli #3067","+60150003068","Subang Parksuites",6479,3273,58.1,"Tier 2: Qualified Bank Loan",21808
"LEAD-13070","Jason Rosli #3070","+60180003071","Mont Kiara Pavilion",6590,3330,58.1,"Tier 2: Qualified Bank Loan",21996
"LEAD-13073","Amir Kumar #3073","+60130003074","Subang Parksuites",6701,3387,58.1,"Tier 2: Qualified Bank Loan",22184
"LEAD-13076","Devi Faizal #3076","+60160003077","Mont Kiara Pavilion",6812,3444,58.1,"Tier 2: Qualified Bank Loan",22373
"LEAD-13079","Grace Hassan #3079","+60190003080","Subang Parksuites",6923,3501,58.1,"Tier 2: Qualified Bank Loan",22561
"LEAD-13082","Nurul Subramaniam #3082","+60140003083","Mont Kiara Pavilion",7034,3558,58.1,"Tier 2: Qualified Bank Loan",22750
"LEAD-13085","Santhi Goh #3085","+60170003086","Subang Parksuites",7145,3615,58.2,"Tier 2: Qualified Bank Loan",22938
"LEAD-13088","Sarah Hariz #3088","+60120003089","Mont Kiara Pavilion",7256,3672,58.2,"Tier 2: Qualified Bank Loan",23126
"LEAD-13091","Siti Wei Lun #3091","+60150003092","Subang Parksuites",7367,3729,58.2,"Tier 2: Qualified Bank Loan",23315
"LEAD-13094","Syed Ibrahim #3094","+60180003095","Mont Kiara Pavilion",7478,3786,58.2,"Tier 2: Qualified Bank Loan",23503
"LEAD-13097","Azman Chen #3097","+60130003098","Subang Parksuites",7589,3843,58.2,"Tier 2: Qualified Bank Loan",23692
"LEAD-13100","Muhammad Nordin #3100","+60160003101","Mont Kiara Pavilion",7700,3900,58.2,"Tier 2: Qualified Bank Loan",23880
"LEAD-13103","Wong Osman #3103","+60190003104","Subang Parksuites",7811,3957,58.2,"Tier 2: Qualified Bank Loan",24068
"LEAD-13106","Mohd Aini #3106","+60140003107","Mont Kiara Pavilion",7922,4014,58.2,"Tier 2: Qualified Bank Loan",24257
"LEAD-13109","Kevin Razif #3109","+60170003110","Subang Parksuites",8033,4071,58.3,"Tier 2: Qualified Bank Loan",24445
"LEAD-13112","Razif Lee #3112","+60120003113","Mont Kiara Pavilion",8144,4128,58.3,"Tier 2: Qualified Bank Loan",24634
"LEAD-13115","Chong Zulkifli #3115","+60150003116","Subang Parksuites",8255,4185,58.3,"Tier 2: Qualified Bank Loan",24822
"LEAD-13118","Hafiz Rosli #3118","+60180003119","Mont Kiara Pavilion",8366,4242,58.3,"Tier 2: Qualified Bank Loan",25010
"LEAD-13121","Ahmad Kumar #3121","+60130003122","Subang Parksuites",8477,4299,58.3,"Tier 2: Qualified Bank Loan",25199
"LEAD-13124","Tan Faizal #3124","+60160003125","Mont Kiara Pavilion",8588,4356,58.3,"Tier 2: Qualified Bank Loan",25387
"LEAD-13127","Farhan Hassan #3127","+60190003128","Subang Parksuites",8699,4413,58.3,"Tier 2: Qualified Bank Loan",25576
"LEAD-13130","Jason Subramaniam #3130","+60140003131","Mont Kiara Pavilion",8810,4470,58.3,"Tier 2: Qualified Bank Loan",25764
"LEAD-13133","Amir Goh #3133","+60170003134","Subang Parksuites",8921,1027,13.2,"Tier 1: Pre-Approved LPPSA/Bank",725952
"LEAD-13136","Devi Hariz #3136","+60120003137","Mont Kiara Pavilion",9032,1084,13.8,"Tier 1: Pre-Approved LPPSA/Bank",726141
"LEAD-13139","Grace Wei Lun #3139","+60150003140","Subang Parksuites",9143,1141,14.3,"Tier 1: Pre-Approved LPPSA/Bank",726329
"LEAD-13142","Nurul Ibrahim #3142","+60180003143","Mont Kiara Pavilion",9254,1198,14.9,"Tier 1: Pre-Approved LPPSA/Bank",726518
"LEAD-13145","Santhi Chen #3145","+60130003146","Subang Parksuites",9365,1255,15.4,"Tier 1: Pre-Approved LPPSA/Bank",726706
"LEAD-13148","Sarah Nordin #3148","+60160003149","Mont Kiara Pavilion",9476,1312,15.9,"Tier 1: Pre-Approved LPPSA/Bank",726894
"LEAD-13151","Siti Osman #3151","+60190003152","Subang Parksuites",9587,1369,16.4,"Tier 1: Pre-Approved LPPSA/Bank",727083
"LEAD-13154","Syed Aini #3154","+60140003155","Mont Kiara Pavilion",9698,1426,16.9,"Tier 1: Pre-Approved LPPSA/Bank",727271
"LEAD-13157","Azman Razif #3157","+60170003158","Subang Parksuites",9809,1483,17.4,"Tier 1: Pre-Approved LPPSA/Bank",727460
"LEAD-13160","Muhammad Lee #3160","+60120003161","Mont Kiara Pavilion",9920,1540,17.8,"Tier 1: Pre-Approved LPPSA/Bank",727648
"LEAD-13163","Wong Zulkifli #3163","+60150003164","Subang Parksuites",10031,1597,18.3,"Tier 1: Pre-Approved LPPSA/Bank",727836
"LEAD-13166","Mohd Rosli #3166","+60180003167","Mont Kiara Pavilion",10142,1654,18.7,"Tier 1: Pre-Approved LPPSA/Bank",728025
"LEAD-13169","Kevin Kumar #3169","+60130003170","Subang Parksuites",10253,1711,19.2,"Tier 1: Pre-Approved LPPSA/Bank",728213
"LEAD-13172","Razif Faizal #3172","+60160003173","Mont Kiara Pavilion",10364,1768,19.6,"Tier 1: Pre-Approved LPPSA/Bank",728402
"LEAD-13175","Chong Hassan #3175","+60190003176","Subang Parksuites",10475,1825,20,"Tier 1: Pre-Approved LPPSA/Bank",728590
"LEAD-13178","Hafiz Subramaniam #3178","+60140003179","Mont Kiara Pavilion",10586,1882,20.4,"Tier 1: Pre-Approved LPPSA/Bank",728778
"LEAD-13181","Ahmad Goh #3181","+60170003182","Subang Parksuites",10697,1939,20.8,"Tier 1: Pre-Approved LPPSA/Bank",728967
"LEAD-13184","Tan Hariz #3184","+60120003185","Mont Kiara Pavilion",10808,1996,21.2,"Tier 1: Pre-Approved LPPSA/Bank",729155
"LEAD-13187","Farhan Wei Lun #3187","+60150003188","Subang Parksuites",10919,2053,21.6,"Tier 1: Pre-Approved LPPSA/Bank",729344
"LEAD-13190","Jason Ibrahim #3190","+60180003191","Mont Kiara Pavilion",11030,2110,22,"Tier 1: Pre-Approved LPPSA/Bank",729532
"LEAD-13193","Amir Chen #3193","+60130003194","Subang Parksuites",11141,2167,22.4,"Tier 1: Pre-Approved LPPSA/Bank",729720
"LEAD-13196","Devi Nordin #3196","+60160003197","Mont Kiara Pavilion",11252,2224,22.7,"Tier 1: Pre-Approved LPPSA/Bank",729909
"LEAD-13199","Grace Osman #3199","+60190003200","Subang Parksuites",11363,2281,23.1,"Tier 1: Pre-Approved LPPSA/Bank",730097
"LEAD-13202","Nurul Aini #3202","+60140003203","Mont Kiara Pavilion",11474,2338,23.4,"Tier 1: Pre-Approved LPPSA/Bank",730286
"LEAD-13205","Santhi Razif #3205","+60170003206","Subang Parksuites",11585,2395,23.8,"Tier 1: Pre-Approved LPPSA/Bank",730474
"LEAD-13208","Sarah Lee #3208","+60120003209","Mont Kiara Pavilion",11696,2452,24.1,"Tier 1: Pre-Approved LPPSA/Bank",730662
"LEAD-13211","Siti Zulkifli #3211","+60150003212","Subang Parksuites",11807,2509,24.4,"Tier 1: Pre-Approved LPPSA/Bank",730851
"LEAD-13214","Syed Rosli #3214","+60180003215","Mont Kiara Pavilion",11918,2566,24.7,"Tier 1: Pre-Approved LPPSA/Bank",731039
"LEAD-13217","Azman Kumar #3217","+60130003218","Subang Parksuites",3529,2623,85.4,"Tier 4: High Risk DSR",0
"LEAD-13220","Muhammad Faizal #3220","+60160003221","Mont Kiara Pavilion",3640,2680,84.6,"Tier 4: High Risk DSR",0
"LEAD-13223","Wong Hassan #3223","+60190003224","Subang Parksuites",3751,2737,83.9,"Tier 4: High Risk DSR",0
"LEAD-13226","Mohd Subramaniam #3226","+60140003227","Mont Kiara Pavilion",3862,2794,83.2,"Tier 4: High Risk DSR",0
"LEAD-13229","Kevin Goh #3229","+60170003230","Subang Parksuites",3973,2851,82.5,"Tier 4: High Risk DSR",0
"LEAD-13232","Razif Hariz #3232","+60120003233","Mont Kiara Pavilion",4084,2908,81.8,"Tier 4: High Risk DSR",0
"LEAD-13235","Chong Wei Lun #3235","+60150003236","Subang Parksuites",4195,2965,81.2,"Tier 4: High Risk DSR",0
"LEAD-13238","Hafiz Ibrahim #3238","+60180003239","Mont Kiara Pavilion",4306,3022,80.7,"Tier 4: High Risk DSR",0
"LEAD-13241","Ahmad Chen #3241","+60130003242","Subang Parksuites",4417,3079,80.1,"Tier 4: High Risk DSR",0
"LEAD-13244","Tan Nordin #3244","+60160003245","Mont Kiara Pavilion",4528,3136,79.6,"Tier 4: High Risk DSR",0
"LEAD-13247","Farhan Osman #3247","+60190003248","Subang Parksuites",4639,3193,79.1,"Tier 4: High Risk DSR",0
"LEAD-13250","Jason Aini #3250","+60140003251","Mont Kiara Pavilion",4750,3250,78.6,"Tier 4: High Risk DSR",0
"LEAD-13253","Amir Razif #3253","+60170003254","Subang Parksuites",4861,3307,78.2,"Tier 4: High Risk DSR",0
"LEAD-13256","Devi Lee #3256","+60120003257","Mont Kiara Pavilion",4972,3364,77.8,"Tier 4: High Risk DSR",0
"LEAD-13259","Grace Zulkifli #3259","+60150003260","Subang Parksuites",5083,3421,77.4,"Tier 4: High Risk DSR",0
"LEAD-13262","Nurul Rosli #3262","+60180003263","Mont Kiara Pavilion",5194,3478,77,"Tier 4: High Risk DSR",0
"LEAD-13265","Santhi Kumar #3265","+60130003266","Subang Parksuites",5305,3535,76.6,"Tier 4: High Risk DSR",0
"LEAD-13268","Sarah Faizal #3268","+60160003269","Mont Kiara Pavilion",5416,3592,76.2,"Tier 4: High Risk DSR",0
"LEAD-13271","Siti Hassan #3271","+60190003272","Subang Parksuites",5527,3649,75.9,"Tier 4: High Risk DSR",0
"LEAD-13274","Syed Subramaniam #3274","+60140003275","Mont Kiara Pavilion",5638,3706,75.6,"Tier 4: High Risk DSR",0
"LEAD-13277","Azman Goh #3277","+60170003278","Subang Parksuites",5749,3763,75.2,"Tier 4: High Risk DSR",0
"LEAD-13280","Muhammad Hariz #3280","+60120003281","Mont Kiara Pavilion",5860,3820,74.9,"Tier 3: Joint Loan Needed",0
"LEAD-13283","Wong Wei Lun #3283","+60150003284","Subang Parksuites",5971,3877,74.6,"Tier 3: Joint Loan Needed",0
"LEAD-13286","Mohd Ibrahim #3286","+60180003287","Mont Kiara Pavilion",6082,3934,74.3,"Tier 3: Joint Loan Needed",0
"LEAD-13289","Kevin Chen #3289","+60130003290","Subang Parksuites",6193,3991,74.1,"Tier 3: Joint Loan Needed",0
"LEAD-13292","Razif Nordin #3292","+60160003293","Mont Kiara Pavilion",6304,4048,73.8,"Tier 3: Joint Loan Needed",0
"LEAD-13295","Chong Osman #3295","+60190003296","Subang Parksuites",6415,4105,73.6,"Tier 3: Joint Loan Needed",0
"LEAD-13298","Hafiz Aini #3298","+60140003299","Mont Kiara Pavilion",6526,4162,73.3,"Tier 3: Joint Loan Needed",0
"LEAD-13301","Ahmad Razif #3301","+60170003302","Subang Parksuites",6637,4219,73.1,"Tier 3: Joint Loan Needed",0
"LEAD-13304","Tan Lee #3304","+60120003305","Mont Kiara Pavilion",6748,4276,72.8,"Tier 3: Joint Loan Needed",0
"LEAD-13307","Farhan Zulkifli #3307","+60150003308","Subang Parksuites",6859,4333,72.6,"Tier 3: Joint Loan Needed",0
"LEAD-13310","Jason Rosli #3310","+60180003311","Mont Kiara Pavilion",6970,4390,72.4,"Tier 3: Joint Loan Needed",0
"LEAD-13313","Amir Kumar #3313","+60130003314","Subang Parksuites",7081,4447,72.2,"Tier 3: Joint Loan Needed",0
"LEAD-13316","Devi Faizal #3316","+60160003317","Mont Kiara Pavilion",7192,1004,16,"Tier 1: Pre-Approved LPPSA/Bank",550045
"LEAD-13319","Grace Hassan #3319","+60190003320","Subang Parksuites",7303,1061,16.7,"Tier 1: Pre-Approved LPPSA/Bank",550233
"LEAD-13322","Nurul Subramaniam #3322","+60140003323","Mont Kiara Pavilion",7414,1118,17.3,"Tier 1: Pre-Approved LPPSA/Bank",550422
"LEAD-13325","Santhi Goh #3325","+60170003326","Subang Parksuites",7525,1175,17.9,"Tier 1: Pre-Approved LPPSA/Bank",550610
"LEAD-13328","Sarah Hariz #3328","+60120003329","Mont Kiara Pavilion",7636,1232,18.5,"Tier 1: Pre-Approved LPPSA/Bank",550798
"LEAD-13331","Siti Wei Lun #3331","+60150003332","Subang Parksuites",7747,1289,19.1,"Tier 1: Pre-Approved LPPSA/Bank",550987
"LEAD-13334","Syed Ibrahim #3334","+60180003335","Mont Kiara Pavilion",7858,1346,19.7,"Tier 1: Pre-Approved LPPSA/Bank",551175
"LEAD-13337","Azman Chen #3337","+60130003338","Subang Parksuites",7969,1403,20.2,"Tier 1: Pre-Approved LPPSA/Bank",551364
"LEAD-13340","Muhammad Nordin #3340","+60160003341","Mont Kiara Pavilion",8080,1460,20.8,"Tier 1: Pre-Approved LPPSA/Bank",551552
"LEAD-13343","Wong Osman #3343","+60190003344","Subang Parksuites",8191,1517,21.3,"Tier 1: Pre-Approved LPPSA/Bank",551740
"LEAD-13346","Mohd Aini #3346","+60140003347","Mont Kiara Pavilion",8302,1574,21.8,"Tier 1: Pre-Approved LPPSA/Bank",551929
"LEAD-13349","Kevin Razif #3349","+60170003350","Subang Parksuites",8413,1631,22.3,"Tier 1: Pre-Approved LPPSA/Bank",552117
"LEAD-13352","Razif Lee #3352","+60120003353","Mont Kiara Pavilion",8524,1688,22.8,"Tier 1: Pre-Approved LPPSA/Bank",552306
"LEAD-13355","Chong Zulkifli #3355","+60150003356","Subang Parksuites",8635,1745,23.2,"Tier 1: Pre-Approved LPPSA/Bank",552494
"LEAD-13358","Hafiz Rosli #3358","+60180003359","Mont Kiara Pavilion",8746,1802,23.7,"Tier 1: Pre-Approved LPPSA/Bank",552682
"LEAD-13361","Ahmad Kumar #3361","+60130003362","Subang Parksuites",8857,1859,24.1,"Tier 1: Pre-Approved LPPSA/Bank",552871
"LEAD-13364","Tan Faizal #3364","+60160003365","Mont Kiara Pavilion",8968,1916,24.6,"Tier 1: Pre-Approved LPPSA/Bank",553059
"LEAD-13367","Farhan Hassan #3367","+60190003368","Subang Parksuites",9079,1973,25,"Tier 1: Pre-Approved LPPSA/Bank",553248
"LEAD-13370","Jason Subramaniam #3370","+60140003371","Mont Kiara Pavilion",9190,2030,25.4,"Tier 1: Pre-Approved LPPSA/Bank",553436
"LEAD-13373","Amir Goh #3373","+60170003374","Subang Parksuites",9301,2087,25.8,"Tier 1: Pre-Approved LPPSA/Bank",553624
"LEAD-13376","Devi Hariz #3376","+60120003377","Mont Kiara Pavilion",9412,2144,26.2,"Tier 1: Pre-Approved LPPSA/Bank",553813
"LEAD-13379","Grace Wei Lun #3379","+60150003380","Subang Parksuites",9523,2201,26.6,"Tier 1: Pre-Approved LPPSA/Bank",554001
"LEAD-13382","Nurul Ibrahim #3382","+60180003383","Mont Kiara Pavilion",9634,2258,26.9,"Tier 1: Pre-Approved LPPSA/Bank",554190
"LEAD-13385","Santhi Chen #3385","+60130003386","Subang Parksuites",9745,2315,27.3,"Tier 1: Pre-Approved LPPSA/Bank",554378
"LEAD-13388","Sarah Nordin #3388","+60160003389","Mont Kiara Pavilion",9856,2372,27.7,"Tier 1: Pre-Approved LPPSA/Bank",554566
"LEAD-13391","Siti Osman #3391","+60190003392","Subang Parksuites",9967,2429,28,"Tier 1: Pre-Approved LPPSA/Bank",554755
"LEAD-13394","Syed Aini #3394","+60140003395","Mont Kiara Pavilion",10078,2486,28.4,"Tier 1: Pre-Approved LPPSA/Bank",554943
"LEAD-13397","Azman Razif #3397","+60170003398","Subang Parksuites",10189,2543,28.7,"Tier 1: Pre-Approved LPPSA/Bank",555132
"LEAD-13400","Muhammad Lee #3400","+60120003401","Mont Kiara Pavilion",10300,2600,29,"Tier 1: Pre-Approved LPPSA/Bank",555320
"LEAD-13403","Wong Zulkifli #3403","+60150003404","Subang Parksuites",10411,2657,29.3,"Tier 1: Pre-Approved LPPSA/Bank",555508
"LEAD-13406","Mohd Rosli #3406","+60180003407","Mont Kiara Pavilion",10522,2714,29.6,"Tier 1: Pre-Approved LPPSA/Bank",555697
"LEAD-13409","Kevin Kumar #3409","+60130003410","Subang Parksuites",10633,2771,30,"Tier 1: Pre-Approved LPPSA/Bank",555885
"LEAD-13412","Razif Faizal #3412","+60160003413","Mont Kiara Pavilion",10744,2828,30.3,"Tier 1: Pre-Approved LPPSA/Bank",556074
"LEAD-13415","Chong Hassan #3415","+60190003416","Subang Parksuites",10855,2885,30.5,"Tier 1: Pre-Approved LPPSA/Bank",556262
"LEAD-13418","Hafiz Subramaniam #3418","+60140003419","Mont Kiara Pavilion",10966,2942,30.8,"Tier 1: Pre-Approved LPPSA/Bank",556450
"LEAD-13421","Ahmad Goh #3421","+60170003422","Subang Parksuites",11077,2999,31.1,"Tier 1: Pre-Approved LPPSA/Bank",556639
"LEAD-13424","Tan Hariz #3424","+60120003425","Mont Kiara Pavilion",11188,3056,31.4,"Tier 1: Pre-Approved LPPSA/Bank",556827
"LEAD-13427","Farhan Wei Lun #3427","+60150003428","Subang Parksuites",11299,3113,31.7,"Tier 1: Pre-Approved LPPSA/Bank",557016
"LEAD-13430","Jason Ibrahim #3430","+60180003431","Mont Kiara Pavilion",11410,3170,31.9,"Tier 1: Pre-Approved LPPSA/Bank",557204
"LEAD-13433","Amir Chen #3433","+60130003434","Subang Parksuites",11521,3227,32.2,"Tier 1: Pre-Approved LPPSA/Bank",557392
"LEAD-13436","Devi Nordin #3436","+60160003437","Mont Kiara Pavilion",11632,3284,32.5,"Tier 1: Pre-Approved LPPSA/Bank",557581
"LEAD-13439","Grace Osman #3439","+60190003440","Subang Parksuites",11743,3341,32.7,"Tier 1: Pre-Approved LPPSA/Bank",557769
"LEAD-13442","Nurul Aini #3442","+60140003443","Mont Kiara Pavilion",11854,3398,32.9,"Tier 1: Pre-Approved LPPSA/Bank",557958
"LEAD-13445","Santhi Razif #3445","+60170003446","Subang Parksuites",11965,3455,33.2,"Tier 1: Pre-Approved LPPSA/Bank",558146
"LEAD-13448","Sarah Lee #3448","+60120003449","Mont Kiara Pavilion",3576,3512,112.9,"Tier 4: High Risk DSR",0
"LEAD-13451","Siti Zulkifli #3451","+60150003452","Subang Parksuites",3687,3569,111.3,"Tier 4: High Risk DSR",0
"LEAD-13454","Syed Rosli #3454","+60180003455","Mont Kiara Pavilion",3798,3626,109.7,"Tier 4: High Risk DSR",0
"LEAD-13457","Azman Kumar #3457","+60130003458","Subang Parksuites",3909,3683,108.3,"Tier 4: High Risk DSR",0
"LEAD-13460","Muhammad Faizal #3460","+60160003461","Mont Kiara Pavilion",4020,3740,106.9,"Tier 4: High Risk DSR",0
"LEAD-13463","Wong Hassan #3463","+60190003464","Subang Parksuites",4131,3797,105.6,"Tier 4: High Risk DSR",0
